港澳频道,#genre#
靖洋戏剧台,http://31.43.191.125:8080/restream/restream/34833
龙祥电影台,http://31.43.191.125:8080/restream/restream/34825
龙祥电影台,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34825
纬来电影台,http://31.43.191.125:8080/restream/restream/34852
纬来戏剧台,http://31.43.191.125:8080/restream/restream/34854
AXN,http://31.43.191.125:8080/restream/restream/34597
AXN,http://31.43.191.125:8080/restream/restream/34930
AdrenalinaPuraTVBrazil[684p],https://jmp2.uk/plu-61b790b985706b00072cb797.m3u8
BETPlutoTVBR[684p],https://jmp2.uk/plu-5ff768b6a4c8b80008498610.m3u8
MTVBiggestPopLatAm[684p],https://jmp2.uk/plu-6047fabfce6e8e00070bcc9f.m3u8
TVB经典台,http://31.43.191.125:8080/restream/restream/34555
TVB1,http://ysift55.xyz/WJ74AC4SRKQQYR7/pahruAQRs8/269834
TVBDRAMA,http://ysift55.xyz/WJ74AC4SRKQQYR7/pahruAQRs8/269830
TVBDramaChinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219182
TVBE新闻台,http://31.43.191.125:8080/restream/restream/34660
TVBJ1Chinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219184
TVBJ1,http://ysift55.xyz/WJ74AC4SRKQQYR7/pahruAQRs8/269835
TVBNewsChinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219185
TVBS欢乐台,http://31.43.191.125:8080/restream/restream/34913
TVBS精采,http://31.43.191.125:8080/restream/restream/34912
TVBS新闻台,http://31.43.191.125:8080/restream/restream/34783
TVBSASIA,http://ysift55.xyz/live/WJ74AC4SRKQQYR7/pahruAQRs8/1052643.ts
TVBS,http://31.43.191.125:8080/restream/restream/34915
TVBS[760p],https://7612-5516-affc-d88b.kylintv.tv/live/tvbshd_iphone.m3u8
TVBeChinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219183
TVBe,http://ysift55.xyz/WJ74AC4SRKQQYR7/pahruAQRs8/269832
USAMC,http://line.senpay23.com:80/play/live.php?mac=00:1A:79:CA:A3:92&extension=ts&stream=45445
大爱一,https://7612-5516-affc-d88b.kylintv.tv/live/daai_iphone.m3u8
东森,http://ysift55.xyz/WJ74AC4SRKQQYR7/pahruAQRs8/269923
东森财经,http://31.43.191.125:8080/restream/restream/34901
东森卫视,http://ysift55.xyz/WJ74AC4SRKQQYR7/pahruAQRs8/269926
东森洋片,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34904
凤凰卫视,https://7612-5516-affc-d88b.kylintv.tv/live/pxnaus_iphone.m3u8
凤凰卫视香港,https://7612-5516-affc-d88b.kylintv.tv/live/pxhkus_iphone.m3u8
凤凰卫视中文,https://7612-5516-affc-d88b.kylintv.tv/live/pxinhd_iphone.m3u8
华视,http://31.43.191.125:8080/restream/restream/34887
华视,https://7612-5516-affc-d88b.kylintv.tv/live/ctshd_iphone.m3u8
靖天卡通台,http://31.43.191.125:8080/restream/restream/34842
靖天映画台,http://31.43.191.125:8080/restream/restream/34838
靖天映画台,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34838
靖洋卡通台,http://31.43.191.125:8080/restream/restream/34834
龙华偶像台,http://31.43.191.125:8080/restream/restream/34830
龙华洋片,http://31.43.191.125:8080/restream/restream/34828
民视第一台,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv003
台视,http://74.91.26.218:82/live/ttv.m3u8
台视,http://31.43.191.125:8080/restream/restream/34879
台视综合台,http://74.91.26.218:82/live/ttvzh.m3u8
天映,http://ysift55.xyz/live/WJ74AC4SRKQQYR7/pahruAQRs8/1052448.ts
纬来精采,http://31.43.191.125:8080/restream/restream/34851
中视,http://31.43.191.125:8080/restream/restream/34897

2026/09/25 12:46更新,#genre#
虚情的爱,https://vd2.bdstatic.com/mda-mi1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mda-mi1dd05gmhwejdwn.mp4
