港澳频道,#genre#
纬来戏剧台,http://31.43.191.125:8080/restream/restream/34854
AdrenalinaPuraTVBrazil[684p],https://jmp2.uk/plu-61b790b985706b00072cb797.m3u8
TVB经典台,http://31.43.191.125:8080/restream/restream/34555
TVB1,http://line.senpay23.com:80/4cafe94867/48a12d348c/153396
TVBDramaChinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219182
TVBE新闻台,http://31.43.191.125:8080/restream/restream/34660
TVBS欢乐台,http://31.43.191.125:8080/restream/restream/34913
TVBS新闻台,http://31.43.191.125:8080/restream/restream/34783
TVBS[760p],https://7612-5516-affc-d88b.kylintv.tv/live/tvbshd_iphone.m3u8
TVBrusque,https://5ad482a77183d.streamlock.net/rodrigotvbrusque.com.br/5d880199c902eb4a1e8df00d/playlist.m3u8
TVBrusque,https://5ad482a77183d.streamlock.net/rodrigotvbrusque.com.br/5d880199c902eb4a1e8df00d/playlist.m3u8?checkedby:iptvcat.com
USAMC,http://line.senpay23.com:80/play/live.php?mac=00:1A:79:CA:A3:92&extension=ts&stream=45445
大爱一,https://7612-5516-affc-d88b.kylintv.tv/live/daai_iphone.m3u8
凤凰卫视,https://7612-5516-affc-d88b.kylintv.tv/live/pxnaus_iphone.m3u8
凤凰卫视香港,https://7612-5516-affc-d88b.kylintv.tv/live/pxhkus_iphone.m3u8
凤凰卫视中文,https://7612-5516-affc-d88b.kylintv.tv/live/pxinhd_iphone.m3u8
华视,https://7612-5516-affc-d88b.kylintv.tv/live/ctshd_iphone.m3u8
靖天卡通台,http://31.43.191.125:8080/restream/restream/34842
靖天映画台,http://31.43.191.125:8080/restream/restream/34838
靖天映画台,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34838
民视第一台,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv003

2026/09/26 12:48更新,#genre#
虚情的爱,https://vd2.bdstatic.com/mda-mi1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mda-mi1dd05gmhwejdwn.mp4
