港澳频道,#genre#
纬来电影台,https://t.freetv.fun/live/wei-lai-dian-ying.php
BWF汤杯经典重映中国30丹麦【回放】石宇奇20安东森（余博洋）12:00,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/405/839/5106405839/media/5106405839_5335411942_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701718744&pid=2028597139&timestamp=20260705120224&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=964551258&ParentNodeID=-99&assertID=5701718744&client_ip=171.8.79.254&SecurityKey=20260705120224&promotionId=&mvid=5106405839&mcid=1003&mpid=120000574868&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6e091b576f8ad169f9cfe3e87ea5c7ae&sv=10004&ct=android
超三联赛超三联赛上海崇明大区赛A档12进8及B档决赛【回放】深圳龙华启航12:20成都和众18:30,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/626/784/5106626784/media/5106626784_5338869756_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701805925&pid=2028597139&timestamp=20260705100225&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965966455&ParentNodeID=-99&assertID=5701805925&client_ip=171.8.79.254&SecurityKey=20260705100225&promotionId=&mvid=5106626784&mcid=1003&mpid=120000581909&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=64e9c56079aa052975d8b227fc1aa0da&sv=10004&ct=android
超三联赛超三联赛上海崇明大区赛A档小组赛【回放】宁波海曙捷英21:8深圳龙华启航12:55,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/626/503/5106626503/media/5106626503_5338855398_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701805742&pid=2028597139&timestamp=20260705120227&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965957252&ParentNodeID=-99&assertID=5701805742&client_ip=171.8.79.254&SecurityKey=20260705120227&promotionId=&mvid=5106626503&mcid=1003&mpid=120000581908&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fa099e7285f93fd1d458fa78e4d30eeb&sv=10004&ct=android
超三联赛超三联赛上海崇明大区赛A档小组赛【回放】深圳龙华启航21:13福州奇迹12:55,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/626/495/5106626495/media/5106626495_5338848754_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701805619&pid=2028597139&timestamp=20260705120226&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965953846&ParentNodeID=-99&assertID=5701805619&client_ip=171.8.79.254&SecurityKey=20260705120226&promotionId=&mvid=5106626495&mcid=1003&mpid=120000581908&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3072d04be48de866bcfd1614e0fc7556&sv=10004&ct=android
翡翠台,https://stream1.freetv.fun/fei-cui-2.ctv
公视,http://74.91.26.218:82/live/pts.m3u8
公视台语,http://74.91.26.218:82/live/ptsty.m3u8
华视,http://74.91.26.218:82/live/cts.m3u8
华视,https://t.freetv.fun/live/hua-shi-2.ts
